CENTRAL POLLUTION CONTROL BOARD,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,
"Date: Sunday, Aug 01 2021",,,,,,,,
Time: 12:08:57 PM,,,,,,,,
State,Uttar Pradesh,,,,,,,
City,Varanasi,,,,,,,
Station,"Ardhali Bazar, Varanasi - UPPCB",,,,,,,
Parameter,PM2.5,,,,,,,
AvgPeriod,24 Hours,,,,,,,
From,01-01-2017T00:00:00Z 00:00,,,,,,,
To,31-07-2021T23:59:59Z 00:00,,,,,,,
,,,,,,,,
"Ardhali Bazar, Varanasi - UPPCB",,,,,,,,
Prescribed Standards, ,0-60,,,,,,
Exceeding Standards, ,,,,,,,
Remarks,,,,,,,,
From Date,To Date,PM2.5,,,,,,
12-03-2019 00:00,13-03-2019 00:00,144.13,,,,,,
13-03-2019 00:00,14-03-2019 00:00,105.19,,,,,,
14-03-2019 00:00,15-03-2019 00:00,109.91,,,,,,
15-03-2019 00:00,16-03-2019 00:00,123.34,,,,,,
16-03-2019 00:00,17-03-2019 00:00,89.21,,,,,,
17-03-2019 00:00,18-03-2019 00:00,102.02,,,,,,
18-03-2019 00:00,19-03-2019 00:00,97.63,,,,,,
19-03-2019 00:00,20-03-2019 00:00,120.79,,,,,,
20-03-2019 00:00,21-03-2019 00:00,119.44,,,,,,
21-03-2019 00:00,22-03-2019 00:00,273.4,,,,,,
22-03-2019 00:00,23-03-2019 00:00,94.08,,,,,,
23-03-2019 00:00,24-03-2019 00:00,77.29,,,,,,
24-03-2019 00:00,25-03-2019 00:00,111.51,,,,,,
25-03-2019 00:00,26-03-2019 00:00,103.21,,,,,,
26-03-2019 00:00,27-03-2019 00:00,65.88,,,,,,
27-03-2019 00:00,28-03-2019 00:00,106.75,,,,,,
28-03-2019 00:00,29-03-2019 00:00,135.49,,,,,,
29-03-2019 00:00,30-03-2019 00:00,146.66,,,,,,
30-03-2019 00:00,31-03-2019 00:00,124.03,,,,,,
31-03-2019 00:00,01-04-2019 00:00,128.44,,,,,,
01-04-2019 00:00,02-04-2019 00:00,74.01,,,,,,
02-04-2019 00:00,03-04-2019 00:00,95.76,,,,,,
03-04-2019 00:00,04-04-2019 00:00,96.36,,,,,,
04-04-2019 00:00,05-04-2019 00:00,88.07,,,,,,
05-04-2019 00:00,06-04-2019 00:00,91.67,,,,,,
06-04-2019 00:00,07-04-2019 00:00,82.52,,,,,,
07-04-2019 00:00,08-04-2019 00:00,54.17,,,,,,
08-04-2019 00:00,09-04-2019 00:00,66.16,,,,,,
09-04-2019 00:00,10-04-2019 00:00,75.33,,,,,,
10-04-2019 00:00,11-04-2019 00:00,58.87,,,,,,
11-04-2019 00:00,12-04-2019 00:00,81.5,,,,,,
12-04-2019 00:00,13-04-2019 00:00,113.62,,,,,,
13-04-2019 00:00,14-04-2019 00:00,132.88,,,,,,
14-04-2019 00:00,15-04-2019 00:00,131.16,,,,,,
15-04-2019 00:00,16-04-2019 00:00,119.72,,,,,,
16-04-2019 00:00,17-04-2019 00:00,128.54,,,,,,
17-04-2019 00:00,18-04-2019 00:00,83.56,,,,,,
18-04-2019 00:00,19-04-2019 00:00,73.28,,,,,,
19-04-2019 00:00,20-04-2019 00:00,60.94,,,,,,
20-04-2019 00:00,21-04-2019 00:00,87.57,,,,,,
21-04-2019 00:00,22-04-2019 00:00,101.6,,,,,,
22-04-2019 00:00,23-04-2019 00:00,133.99,,,,,,
23-04-2019 00:00,24-04-2019 00:00,75.06,,,,,,
24-04-2019 00:00,25-04-2019 00:00,72.79,,,,,,
25-04-2019 00:00,26-04-2019 00:00,93.83,,,,,,
26-04-2019 00:00,27-04-2019 00:00,107.61,,,,,,
27-04-2019 00:00,28-04-2019 00:00,118.45,,,,,,
28-04-2019 00:00,29-04-2019 00:00,98.18,,,,,,
29-04-2019 00:00,30-04-2019 00:00,114.85,,,,,,
30-04-2019 00:00,01-05-2019 00:00,131.13,,,,,,
01-05-2019 00:00,02-05-2019 00:00,104.46,,,,,,
02-05-2019 00:00,03-05-2019 00:00,72.86,,,,,,
03-05-2019 00:00,04-05-2019 00:00,63.98,,,,,,
04-05-2019 00:00,05-05-2019 00:00,58,,,,,,
05-05-2019 00:00,06-05-2019 00:00,120.11,,,,,,
06-05-2019 00:00,07-05-2019 00:00,85.43,,,,,,
07-05-2019 00:00,08-05-2019 00:00,84.56,,,,,,
08-05-2019 00:00,09-05-2019 00:00,101.42,,,,,,
09-05-2019 00:00,10-05-2019 00:00,120.93,,,,,,
10-05-2019 00:00,11-05-2019 00:00,108.96,,,,,,
11-05-2019 00:00,12-05-2019 00:00,82.85,,,,,,
12-05-2019 00:00,13-05-2019 00:00,72.93,,,,,,
13-05-2019 00:00,14-05-2019 00:00,85.32,,,,,,
14-05-2019 00:00,15-05-2019 00:00,102,,,,,,
15-05-2019 00:00,16-05-2019 00:00,76.8,,,,,,
16-05-2019 00:00,17-05-2019 00:00,88.87,,,,,,
17-05-2019 00:00,18-05-2019 00:00,95.72,,,,,,
18-05-2019 00:00,19-05-2019 00:00,82.26,,,,,,
19-05-2019 00:00,20-05-2019 00:00,68.7,,,,,,
20-05-2019 00:00,21-05-2019 00:00,121.93,,,,,,
21-05-2019 00:00,22-05-2019 00:00,110.27,,,,,,
22-05-2019 00:00,23-05-2019 00:00,159.51,,,,,,
23-05-2019 00:00,24-05-2019 00:00,96.48,,,,,,
24-05-2019 00:00,25-05-2019 00:00,67.6,,,,,,
25-05-2019 00:00,26-05-2019 00:00,72.8,,,,,,
26-05-2019 00:00,27-05-2019 00:00,69.36,,,,,,
27-05-2019 00:00,28-05-2019 00:00,82.13,,,,,,
28-05-2019 00:00,29-05-2019 00:00,95.85,,,,,,
29-05-2019 00:00,30-05-2019 00:00,94.12,,,,,,
30-05-2019 00:00,31-05-2019 00:00,94.9,,,,,,
31-05-2019 00:00,01-06-2019 00:00,60.2,,,,,,
01-06-2019 00:00,02-06-2019 00:00,57.39,,,,,,
02-06-2019 00:00,03-06-2019 00:00,57.7,,,,,,
03-06-2019 00:00,04-06-2019 00:00,50.53,,,,,,
04-06-2019 00:00,05-06-2019 00:00,61.9,,,,,,
05-06-2019 00:00,06-06-2019 00:00,58.47,,,,,,
06-06-2019 00:00,07-06-2019 00:00,59.18,,,,,,
07-06-2019 00:00,08-06-2019 00:00,53.7,,,,,,
08-06-2019 00:00,09-06-2019 00:00,71.02,,,,,,
09-06-2019 00:00,10-06-2019 00:00,73.93,,,,,,
10-06-2019 00:00,11-06-2019 00:00,79.39,,,,,,
11-06-2019 00:00,12-06-2019 00:00,55.21,,,,,,
12-06-2019 00:00,13-06-2019 00:00,54.2,,,,,,
13-06-2019 00:00,14-06-2019 00:00,66.63,,,,,,
14-06-2019 00:00,15-06-2019 00:00,61.17,,,,,,
15-06-2019 00:00,16-06-2019 00:00,67.16,,,,,,
16-06-2019 00:00,17-06-2019 00:00,65.15,,,,,,
17-06-2019 00:00,18-06-2019 00:00,53.86,,,,,,
18-06-2019 00:00,19-06-2019 00:00,50.46,,,,,,
19-06-2019 00:00,20-06-2019 00:00,93.61,,,,,,
20-06-2019 00:00,21-06-2019 00:00,72.3,,,,,,
21-06-2019 00:00,22-06-2019 00:00,92.67,,,,,,
22-06-2019 00:00,23-06-2019 00:00,29.43,,,,,,
23-06-2019 00:00,24-06-2019 00:00,45.86,,,,,,
24-06-2019 00:00,25-06-2019 00:00,61.66,,,,,,
25-06-2019 00:00,26-06-2019 00:00,64.52,,,,,,
26-06-2019 00:00,27-06-2019 00:00,54.47,,,,,,
27-06-2019 00:00,28-06-2019 00:00,39.89,,,,,,
28-06-2019 00:00,29-06-2019 00:00,56.06,,,,,,
29-06-2019 00:00,30-06-2019 00:00,51.24,,,,,,
30-06-2019 00:00,01-07-2019 00:00,71.57,,,,,,
01-07-2019 00:00,02-07-2019 00:00,51.24,,,,,,
02-07-2019 00:00,03-07-2019 00:00,30,,,,,,
03-07-2019 00:00,04-07-2019 00:00,29.83,,,,,,
04-07-2019 00:00,05-07-2019 00:00,30.7,,,,,,
05-07-2019 00:00,06-07-2019 00:00,41.77,,,,,,
06-07-2019 00:00,07-07-2019 00:00,32.01,,,,,,
07-07-2019 00:00,08-07-2019 00:00,25.29,,,,,,
08-07-2019 00:00,09-07-2019 00:00,17.89,,,,,,
09-07-2019 00:00,10-07-2019 00:00,19.65,,,,,,
10-07-2019 00:00,11-07-2019 00:00,21.42,,,,,,
11-07-2019 00:00,12-07-2019 00:00,40.68,,,,,,
12-07-2019 00:00,13-07-2019 00:00,45.55,,,,,,
13-07-2019 00:00,14-07-2019 00:00,49.6,,,,,,
14-07-2019 00:00,15-07-2019 00:00,50.28,,,,,,
15-07-2019 00:00,16-07-2019 00:00,53.72,,,,,,
16-07-2019 00:00,17-07-2019 00:00,42.72,,,,,,
17-07-2019 00:00,18-07-2019 00:00,43.45,,,,,,
18-07-2019 00:00,19-07-2019 00:00,60.95,,,,,,
19-07-2019 00:00,20-07-2019 00:00,44.8,,,,,,
20-07-2019 00:00,21-07-2019 00:00,47.96,,,,,,
21-07-2019 00:00,22-07-2019 00:00,41.46,,,,,,
22-07-2019 00:00,23-07-2019 00:00,46.93,,,,,,
23-07-2019 00:00,24-07-2019 00:00,59.18,,,,,,
24-07-2019 00:00,25-07-2019 00:00,30.53,,,,,,
25-07-2019 00:00,26-07-2019 00:00,24.35,,,,,,
26-07-2019 00:00,27-07-2019 00:00,33.79,,,,,,
27-07-2019 00:00,28-07-2019 00:00,36.8,,,,,,
28-07-2019 00:00,29-07-2019 00:00,21.62,,,,,,
29-07-2019 00:00,30-07-2019 00:00,20.79,,,,,,
30-07-2019 00:00,31-07-2019 00:00,23.11,,,,,,
31-07-2019 00:00,01-08-2019 00:00,23.52,,,,,,
01-08-2019 00:00,02-08-2019 00:00,42.02,,,,,,
02-08-2019 00:00,03-08-2019 00:00,47.82,,,,,,
03-08-2019 00:00,04-08-2019 00:00,38.85,,,,,,
04-08-2019 00:00,05-08-2019 00:00,51.2,,,,,,
05-08-2019 00:00,06-08-2019 00:00,30.59,,,,,,
06-08-2019 00:00,07-08-2019 00:00,27.12,,,,,,
07-08-2019 00:00,08-08-2019 00:00,16.34,,,,,,
08-08-2019 00:00,09-08-2019 00:00,12.03,,,,,,
09-08-2019 00:00,10-08-2019 00:00,27.74,,,,,,
10-08-2019 00:00,11-08-2019 00:00,45.02,,,,,,
11-08-2019 00:00,12-08-2019 00:00,52.9,,,,,,
12-08-2019 00:00,13-08-2019 00:00,39.29,,,,,,
13-08-2019 00:00,14-08-2019 00:00,19.36,,,,,,
14-08-2019 00:00,15-08-2019 00:00,22.3,,,,,,
15-08-2019 00:00,16-08-2019 00:00,33.42,,,,,,
16-08-2019 00:00,17-08-2019 00:00,30.31,,,,,,
17-08-2019 00:00,18-08-2019 00:00,40.17,,,,,,
18-08-2019 00:00,19-08-2019 00:00,38.97,,,,,,
19-08-2019 00:00,20-08-2019 00:00,30.5,,,,,,
20-08-2019 00:00,21-08-2019 00:00,25.86,,,,,,
21-08-2019 00:00,22-08-2019 00:00,36.7,,,,,,
22-08-2019 00:00,23-08-2019 00:00,53.76,,,,,,
23-08-2019 00:00,24-08-2019 00:00,46.38,,,,,,
24-08-2019 00:00,25-08-2019 00:00,46.08,,,,,,
25-08-2019 00:00,26-08-2019 00:00,24.91,,,,,,
26-08-2019 00:00,27-08-2019 00:00,37.92,,,,,,
27-08-2019 00:00,28-08-2019 00:00,27.69,,,,,,
28-08-2019 00:00,29-08-2019 00:00,41.93,,,,,,
29-08-2019 00:00,30-08-2019 00:00,39.49,,,,,,
30-08-2019 00:00,31-08-2019 00:00,29.28,,,,,,
31-08-2019 00:00,01-09-2019 00:00,49.5,,,,,,
01-09-2019 00:00,02-09-2019 00:00,49.31,,,,,,
02-09-2019 00:00,03-09-2019 00:00,52.4,,,,,,
03-09-2019 00:00,04-09-2019 00:00,31.89,,,,,,
04-09-2019 00:00,05-09-2019 00:00,24.63,,,,,,
05-09-2019 00:00,06-09-2019 00:00,21.5,,,,,,
06-09-2019 00:00,07-09-2019 00:00,33.96,,,,,,
07-09-2019 00:00,08-09-2019 00:00,30.62,,,,,,
08-09-2019 00:00,09-09-2019 00:00,20.97,,,,,,
09-09-2019 00:00,10-09-2019 00:00,36.62,,,,,,
10-09-2019 00:00,11-09-2019 00:00,36.67,,,,,,
11-09-2019 00:00,12-09-2019 00:00,39.44,,,,,,
12-09-2019 00:00,13-09-2019 00:00,23.46,,,,,,
13-09-2019 00:00,14-09-2019 00:00,18.63,,,,,,
14-09-2019 00:00,15-09-2019 00:00,30.79,,,,,,
15-09-2019 00:00,16-09-2019 00:00,45.72,,,,,,
16-09-2019 00:00,17-09-2019 00:00,61.53,,,,,,
17-09-2019 00:00,18-09-2019 00:00,30.21,,,,,,
18-09-2019 00:00,19-09-2019 00:00,8.75,,,,,,
19-09-2019 00:00,20-09-2019 00:00,32.72,,,,,,
20-09-2019 00:00,21-09-2019 00:00,27.9,,,,,,
21-09-2019 00:00,22-09-2019 00:00,35.2,,,,,,
22-09-2019 00:00,23-09-2019 00:00,31.8,,,,,,
23-09-2019 00:00,24-09-2019 00:00,35.66,,,,,,
24-09-2019 00:00,25-09-2019 00:00,19.06,,,,,,
25-09-2019 00:00,26-09-2019 00:00,9.11,,,,,,
26-09-2019 00:00,27-09-2019 00:00,8,,,,,,
27-09-2019 00:00,28-09-2019 00:00,None,,,,,,
28-09-2019 00:00,29-09-2019 00:00,None,,,,,,
29-09-2019 00:00,30-09-2019 00:00,None,,,,,,
30-09-2019 00:00,01-10-2019 00:00,None,,,,,,
01-10-2019 00:00,02-10-2019 00:00,30.07,,,,,,
02-10-2019 00:00,03-10-2019 00:00,26.72,,,,,,
03-10-2019 00:00,04-10-2019 00:00,23.19,,,,,,
04-10-2019 00:00,05-10-2019 00:00,40.17,,,,,,
05-10-2019 00:00,06-10-2019 00:00,48.11,,,,,,
06-10-2019 00:00,07-10-2019 00:00,70.04,,,,,,
07-10-2019 00:00,08-10-2019 00:00,73.66,,,,,,
08-10-2019 00:00,09-10-2019 00:00,84.14,,,,,,
09-10-2019 00:00,10-10-2019 00:00,58.99,,,,,,
10-10-2019 00:00,11-10-2019 00:00,61.17,,,,,,
11-10-2019 00:00,12-10-2019 00:00,70.69,,,,,,
12-10-2019 00:00,13-10-2019 00:00,74.38,,,,,,
13-10-2019 00:00,14-10-2019 00:00,84.14,,,,,,
14-10-2019 00:00,15-10-2019 00:00,89.62,,,,,,
15-10-2019 00:00,16-10-2019 00:00,98.46,,,,,,
16-10-2019 00:00,17-10-2019 00:00,122.18,,,,,,
17-10-2019 00:00,18-10-2019 00:00,113.6,,,,,,
18-10-2019 00:00,19-10-2019 00:00,96.05,,,,,,
19-10-2019 00:00,20-10-2019 00:00,68.72,,,,,,
20-10-2019 00:00,21-10-2019 00:00,103.7,,,,,,
21-10-2019 00:00,22-10-2019 00:00,113.19,,,,,,
22-10-2019 00:00,23-10-2019 00:00,112.9,,,,,,
23-10-2019 00:00,24-10-2019 00:00,114.72,,,,,,
24-10-2019 00:00,25-10-2019 00:00,86.16,,,,,,
25-10-2019 00:00,26-10-2019 00:00,26.26,,,,,,
26-10-2019 00:00,27-10-2019 00:00,65.23,,,,,,
27-10-2019 00:00,28-10-2019 00:00,126.27,,,,,,
28-10-2019 00:00,29-10-2019 00:00,174.97,,,,,,
29-10-2019 00:00,30-10-2019 00:00,150.01,,,,,,
30-10-2019 00:00,31-10-2019 00:00,114.85,,,,,,
31-10-2019 00:00,01-11-2019 00:00,173.18,,,,,,
01-11-2019 00:00,02-11-2019 00:00,193.47,,,,,,
02-11-2019 00:00,03-11-2019 00:00,151.04,,,,,,
03-11-2019 00:00,04-11-2019 00:00,174.05,,,,,,
04-11-2019 00:00,05-11-2019 00:00,240.62,,,,,,
05-11-2019 00:00,06-11-2019 00:00,119.48,,,,,,
06-11-2019 00:00,07-11-2019 00:00,113.79,,,,,,
07-11-2019 00:00,08-11-2019 00:00,130.74,,,,,,
08-11-2019 00:00,09-11-2019 00:00,148.76,,,,,,
09-11-2019 00:00,10-11-2019 00:00,93.33,,,,,,
10-11-2019 00:00,11-11-2019 00:00,83.86,,,,,,
11-11-2019 00:00,12-11-2019 00:00,99.81,,,,,,
12-11-2019 00:00,13-11-2019 00:00,139.97,,,,,,
13-11-2019 00:00,14-11-2019 00:00,140.4,,,,,,
14-11-2019 00:00,15-11-2019 00:00,149.38,,,,,,
15-11-2019 00:00,16-11-2019 00:00,119.11,,,,,,
16-11-2019 00:00,17-11-2019 00:00,112.71,,,,,,
17-11-2019 00:00,18-11-2019 00:00,136.74,,,,,,
18-11-2019 00:00,19-11-2019 00:00,144.19,,,,,,
19-11-2019 00:00,20-11-2019 00:00,108.46,,,,,,
20-11-2019 00:00,21-11-2019 00:00,116.35,,,,,,
21-11-2019 00:00,22-11-2019 00:00,150.03,,,,,,
22-11-2019 00:00,23-11-2019 00:00,148.14,,,,,,
23-11-2019 00:00,24-11-2019 00:00,162.53,,,,,,
24-11-2019 00:00,25-11-2019 00:00,123.14,,,,,,
25-11-2019 00:00,26-11-2019 00:00,150.13,,,,,,
26-11-2019 00:00,27-11-2019 00:00,268.41,,,,,,
27-11-2019 00:00,28-11-2019 00:00,None,,,,,,
28-11-2019 00:00,29-11-2019 00:00,260.67,,,,,,
29-11-2019 00:00,30-11-2019 00:00,198.99,,,,,,
30-11-2019 00:00,01-12-2019 00:00,159.44,,,,,,
01-12-2019 00:00,02-12-2019 00:00,127.5,,,,,,
02-12-2019 00:00,03-12-2019 00:00,153.11,,,,,,
03-12-2019 00:00,04-12-2019 00:00,182.63,,,,,,
04-12-2019 00:00,05-12-2019 00:00,183.83,,,,,,
05-12-2019 00:00,06-12-2019 00:00,158.47,,,,,,
06-12-2019 00:00,07-12-2019 00:00,201.67,,,,,,
07-12-2019 00:00,08-12-2019 00:00,132.18,,,,,,
08-12-2019 00:00,09-12-2019 00:00,188.25,,,,,,
09-12-2019 00:00,10-12-2019 00:00,176.34,,,,,,
10-12-2019 00:00,11-12-2019 00:00,161,,,,,,
11-12-2019 00:00,12-12-2019 00:00,201.93,,,,,,
12-12-2019 00:00,13-12-2019 00:00,137.74,,,,,,
13-12-2019 00:00,14-12-2019 00:00,112.3,,,,,,
14-12-2019 00:00,15-12-2019 00:00,70.59,,,,,,
15-12-2019 00:00,16-12-2019 00:00,78.14,,,,,,
16-12-2019 00:00,17-12-2019 00:00,103.01,,,,,,
17-12-2019 00:00,18-12-2019 00:00,114.81,,,,,,
18-12-2019 00:00,19-12-2019 00:00,103.56,,,,,,
19-12-2019 00:00,20-12-2019 00:00,None,,,,,,
20-12-2019 00:00,21-12-2019 00:00,None,,,,,,
21-12-2019 00:00,22-12-2019 00:00,None,,,,,,
22-12-2019 00:00,23-12-2019 00:00,None,,,,,,
23-12-2019 00:00,24-12-2019 00:00,124.15,,,,,,
24-12-2019 00:00,25-12-2019 00:00,155.26,,,,,,
25-12-2019 00:00,26-12-2019 00:00,131.42,,,,,,
26-12-2019 00:00,27-12-2019 00:00,119.06,,,,,,
27-12-2019 00:00,28-12-2019 00:00,165.59,,,,,,
28-12-2019 00:00,29-12-2019 00:00,201.81,,,,,,
29-12-2019 00:00,30-12-2019 00:00,170.37,,,,,,
30-12-2019 00:00,31-12-2019 00:00,153.52,,,,,,
31-12-2019 00:00,01-01-2020 00:00,193.11,,,,,,
01-01-2020 00:00,02-01-2020 00:00,274.89,,,,,,
02-01-2020 00:00,03-01-2020 00:00,183.81,,,,,,
03-01-2020 00:00,04-01-2020 00:00,109.22,,,,,,
04-01-2020 00:00,05-01-2020 00:00,82.93,,,,,,
05-01-2020 00:00,06-01-2020 00:00,79.97,,,,,,
06-01-2020 00:00,07-01-2020 00:00,121.46,,,,,,
07-01-2020 00:00,08-01-2020 00:00,187.72,,,,,,
08-01-2020 00:00,09-01-2020 00:00,113.95,,,,,,
09-01-2020 00:00,10-01-2020 00:00,103,,,,,,
10-01-2020 00:00,11-01-2020 00:00,77.09,,,,,,
11-01-2020 00:00,12-01-2020 00:00,133.07,,,,,,
12-01-2020 00:00,13-01-2020 00:00,204.09,,,,,,
13-01-2020 00:00,14-01-2020 00:00,201.45,,,,,,
14-01-2020 00:00,15-01-2020 00:00,115.97,,,,,,
15-01-2020 00:00,16-01-2020 00:00,166.66,,,,,,
16-01-2020 00:00,17-01-2020 00:00,106.24,,,,,,
17-01-2020 00:00,18-01-2020 00:00,88.07,,,,,,
18-01-2020 00:00,19-01-2020 00:00,93.92,,,,,,
19-01-2020 00:00,20-01-2020 00:00,66.46,,,,,,
20-01-2020 00:00,21-01-2020 00:00,89.76,,,,,,
21-01-2020 00:00,22-01-2020 00:00,126.29,,,,,,
22-01-2020 00:00,23-01-2020 00:00,137.17,,,,,,
23-01-2020 00:00,24-01-2020 00:00,99.21,,,,,,
24-01-2020 00:00,25-01-2020 00:00,73.5,,,,,,
25-01-2020 00:00,26-01-2020 00:00,128.13,,,,,,
26-01-2020 00:00,27-01-2020 00:00,138.47,,,,,,
27-01-2020 00:00,28-01-2020 00:00,140.52,,,,,,
28-01-2020 00:00,29-01-2020 00:00,112.71,,,,,,
29-01-2020 00:00,30-01-2020 00:00,140.71,,,,,,
30-01-2020 00:00,31-01-2020 00:00,84.62,,,,,,
31-01-2020 00:00,01-02-2020 00:00,69,,,,,,
01-02-2020 00:00,02-02-2020 00:00,79.96,,,,,,
02-02-2020 00:00,03-02-2020 00:00,92.81,,,,,,
03-02-2020 00:00,04-02-2020 00:00,98.25,,,,,,
04-02-2020 00:00,05-02-2020 00:00,130.39,,,,,,
05-02-2020 00:00,06-02-2020 00:00,133.25,,,,,,
06-02-2020 00:00,07-02-2020 00:00,100.62,,,,,,
07-02-2020 00:00,08-02-2020 00:00,129.06,,,,,,
08-02-2020 00:00,09-02-2020 00:00,118.38,,,,,,
09-02-2020 00:00,10-02-2020 00:00,121.45,,,,,,
10-02-2020 00:00,11-02-2020 00:00,117.47,,,,,,
11-02-2020 00:00,12-02-2020 00:00,116.93,,,,,,
12-02-2020 00:00,13-02-2020 00:00,117.83,,,,,,
13-02-2020 00:00,14-02-2020 00:00,70.81,,,,,,
14-02-2020 00:00,15-02-2020 00:00,59.4,,,,,,
15-02-2020 00:00,16-02-2020 00:00,57.72,,,,,,
16-02-2020 00:00,17-02-2020 00:00,67.88,,,,,,
17-02-2020 00:00,18-02-2020 00:00,98.76,,,,,,
18-02-2020 00:00,19-02-2020 00:00,74.27,,,,,,
19-02-2020 00:00,20-02-2020 00:00,79.68,,,,,,
20-02-2020 00:00,21-02-2020 00:00,79.25,,,,,,
21-02-2020 00:00,22-02-2020 00:00,108.53,,,,,,
22-02-2020 00:00,23-02-2020 00:00,64.98,,,,,,
23-02-2020 00:00,24-02-2020 00:00,84.91,,,,,,
24-02-2020 00:00,25-02-2020 00:00,82.25,,,,,,
25-02-2020 00:00,26-02-2020 00:00,53.09,,,,,,
26-02-2020 00:00,27-02-2020 00:00,50.04,,,,,,
27-02-2020 00:00,28-02-2020 00:00,75.31,,,,,,
28-02-2020 00:00,29-02-2020 00:00,58.77,,,,,,
29-02-2020 00:00,01-03-2020 00:00,68.84,,,,,,
01-03-2020 00:00,02-03-2020 00:00,86.02,,,,,,
02-03-2020 00:00,03-03-2020 00:00,83.45,,,,,,
03-03-2020 00:00,04-03-2020 00:00,102.13,,,,,,
04-03-2020 00:00,05-03-2020 00:00,86.04,,,,,,
05-03-2020 00:00,06-03-2020 00:00,59.91,,,,,,
06-03-2020 00:00,07-03-2020 00:00,28.8,,,,,,
07-03-2020 00:00,08-03-2020 00:00,39.78,,,,,,
08-03-2020 00:00,09-03-2020 00:00,53.63,,,,,,
09-03-2020 00:00,10-03-2020 00:00,54.28,,,,,,
10-03-2020 00:00,11-03-2020 00:00,146.36,,,,,,
11-03-2020 00:00,12-03-2020 00:00,52.67,,,,,,
12-03-2020 00:00,13-03-2020 00:00,40.1,,,,,,
13-03-2020 00:00,14-03-2020 00:00,32.58,,,,,,
14-03-2020 00:00,15-03-2020 00:00,19.48,,,,,,
15-03-2020 00:00,16-03-2020 00:00,27.9,,,,,,
16-03-2020 00:00,17-03-2020 00:00,58.06,,,,,,
17-03-2020 00:00,18-03-2020 00:00,67.38,,,,,,
18-03-2020 00:00,19-03-2020 00:00,69.07,,,,,,
19-03-2020 00:00,20-03-2020 00:00,49.4,,,,,,
20-03-2020 00:00,21-03-2020 00:00,46.81,,,,,,
21-03-2020 00:00,22-03-2020 00:00,65.91,,,,,,
22-03-2020 00:00,23-03-2020 00:00,57.91,,,,,,
23-03-2020 00:00,24-03-2020 00:00,57.66,,,,,,
24-03-2020 00:00,25-03-2020 00:00,59.43,,,,,,
25-03-2020 00:00,26-03-2020 00:00,79.56,,,,,,
26-03-2020 00:00,27-03-2020 00:00,68.54,,,,,,
27-03-2020 00:00,28-03-2020 00:00,54.02,,,,,,
28-03-2020 00:00,29-03-2020 00:00,35.99,,,,,,
29-03-2020 00:00,30-03-2020 00:00,33.86,,,,,,
30-03-2020 00:00,31-03-2020 00:00,33.19,,,,,,
31-03-2020 00:00,01-04-2020 00:00,47.85,,,,,,
01-04-2020 00:00,02-04-2020 00:00,96.84,,,,,,
02-04-2020 00:00,03-04-2020 00:00,77.81,,,,,,
03-04-2020 00:00,04-04-2020 00:00,33.43,,,,,,
04-04-2020 00:00,05-04-2020 00:00,88.1,,,,,,
05-04-2020 00:00,06-04-2020 00:00,65.53,,,,,,
06-04-2020 00:00,07-04-2020 00:00,50.85,,,,,,
07-04-2020 00:00,08-04-2020 00:00,58.28,,,,,,
08-04-2020 00:00,09-04-2020 00:00,52.43,,,,,,
09-04-2020 00:00,10-04-2020 00:00,44.83,,,,,,
10-04-2020 00:00,11-04-2020 00:00,40.72,,,,,,
11-04-2020 00:00,12-04-2020 00:00,62.96,,,,,,
12-04-2020 00:00,13-04-2020 00:00,63.37,,,,,,
13-04-2020 00:00,14-04-2020 00:00,56.33,,,,,,
14-04-2020 00:00,15-04-2020 00:00,54.64,,,,,,
15-04-2020 00:00,16-04-2020 00:00,49.26,,,,,,
16-04-2020 00:00,17-04-2020 00:00,30.5,,,,,,
17-04-2020 00:00,18-04-2020 00:00,45.39,,,,,,
18-04-2020 00:00,19-04-2020 00:00,47.03,,,,,,
19-04-2020 00:00,20-04-2020 00:00,39.04,,,,,,
20-04-2020 00:00,21-04-2020 00:00,30.4,,,,,,
21-04-2020 00:00,22-04-2020 00:00,23.4,,,,,,
22-04-2020 00:00,23-04-2020 00:00,24.15,,,,,,
23-04-2020 00:00,24-04-2020 00:00,39.16,,,,,,
24-04-2020 00:00,25-04-2020 00:00,53.71,,,,,,
25-04-2020 00:00,26-04-2020 00:00,39.81,,,,,,
26-04-2020 00:00,27-04-2020 00:00,21.73,,,,,,
27-04-2020 00:00,28-04-2020 00:00,17.74,,,,,,
28-04-2020 00:00,29-04-2020 00:00,33.3,,,,,,
29-04-2020 00:00,30-04-2020 00:00,19.54,,,,,,
30-04-2020 00:00,01-05-2020 00:00,33.82,,,,,,
01-05-2020 00:00,02-05-2020 00:00,21.98,,,,,,
02-05-2020 00:00,03-05-2020 00:00,20.33,,,,,,
03-05-2020 00:00,04-05-2020 00:00,28.57,,,,,,
04-05-2020 00:00,05-05-2020 00:00,None,,,,,,
05-05-2020 00:00,06-05-2020 00:00,7,,,,,,
06-05-2020 00:00,07-05-2020 00:00,22.92,,,,,,
07-05-2020 00:00,08-05-2020 00:00,39.06,,,,,,
08-05-2020 00:00,09-05-2020 00:00,43.61,,,,,,
